name,url,specialties,hospitals,able_to_book,appointments_next_4_weeks,first_available_days_away
"Mr Sohraab Yadav","https://www.nuffieldhealth.com/consultants/mr-sohraab-yadav","Ophthalmology","Shrewsbury Hospital","Yes","6","7"
"Mr Somendra Roy","https://www.nuffieldhealth.com/consultants/mr-somendra-roy","Gynaecology","Tees Hospital","No","0","0"
"Mr Somnath Banerjee","https://www.nuffieldhealth.com/consultants/mr-somnath-banerjee","Ophthalmology","Leicester Hospital","Yes","6","15"
"Mr Sotirios Vimplis","https://www.nuffieldhealth.com/consultants/mr-sotirios-vimplis","Gynaecology","The Holly Hospital","Yes","6","6"
"Mr Soumendra  Nallapeta","https://www.nuffieldhealth.com/consultants/mr-soumendra-nallapeta","Gynaecology","Leeds Hospital","Yes","0","0"
"Mr Spiros Stavropolous","https://www.nuffieldhealth.com/consultants/mr-spiros-stavropolous","Orthopaedic surgery","York Hospital","Yes","0","0"
"Mr Sri Chatakondu","https://www.nuffieldhealth.com/consultants/mr-sri-chatakondu","Orthopaedic surgery","Woking Hospital; Guildford Hospital","Yes","6","17"
"Mr Srinivas Chintapatla","https://www.nuffieldhealth.com/consultants/mr-srinivas-chintapatla","General Surgery","York Hospital","Yes","9","6"
"Mr Srinivas Gadikoppula","https://www.nuffieldhealth.com/consultants/mr-srinivas-gadikoppula","Orthopaedic surgery","The Holly Hospital","Yes","0","0"
"Mr Stavros Karamanakos","https://www.nuffieldhealth.com/consultants/mr-stavros-karamanakos","General Surgery","Brentwood Hospital","Yes","6","3"
"Mr Steffan Hutchings","https://www.nuffieldhealth.com/consultants/mr-steffan-hutchings","Orthopaedic surgery","Leicester Hospital","Yes","4","20"
"Mr Stelios Vakis","https://www.nuffieldhealth.com/consultants/mr-stelios-vakis","General Surgery; Colorectal Surgery","Derby Hospital","Yes","44","2"
"Mr Stephen  Lash","https://www.nuffieldhealth.com/consultants/mr-stephen-lash","Ophthalmic Surgery; Ophthalmology","Wessex Hospital","Yes","0","0"
"Mr Stephen Bendall","https://www.nuffieldhealth.com/consultants/mr-stephen-bendall","Orthopaedic surgery","Haywards Heath Hospital","Yes","3","3"
"Mr Stephen Brearley","https://www.nuffieldhealth.com/consultants/mr-stephen-brearley","Vascular Surgery ","The Holly Hospital","Yes","9","9"
"Mr Stephen Darius Rejali","https://www.nuffieldhealth.com/consultants/mr-stephen-darius-rejali","ENT (Otolaryngology); Paediatric Surgery","Warwickshire Hospital","Yes","24","6"
"Mr Stephen Derbyshire","https://www.nuffieldhealth.com/consultants/mr-stephen-derbyshire","ENT (Otolaryngology)","Guildford Hospital","No","0","0"
"Mr Stephen Drew","https://www.nuffieldhealth.com/consultants/mr-stephen-drew","Orthopaedic surgery","Warwickshire Hospital","Yes","0","28"
"Mr Stephen Eastaugh-Waring","https://www.nuffieldhealth.com/consultants/mr-stephen-eastaugh-waring","Orthopaedic surgery","Bristol Hospital","Yes","1","28"
"Mr Stephen G Brooks","https://www.nuffieldhealth.com/consultants/mr-stephen-g-brooks","Vascular Surgery ","York Hospital; Tees Hospital","Yes","9","6"
"Mr Stephen Jones","https://www.nuffieldhealth.com/consultants/mr-stephen-jones","Orthopaedic surgery","Cardiff and Vale Hospitals","Yes","6","1"
"Mr Stephen Lipscombe","https://www.nuffieldhealth.com/consultants/mr-stephen-lipscombe","Orthopaedic surgery","Chester, The Grosvenor Hospital","Yes","12","2"
"Mr Stephen McGillion","https://www.nuffieldhealth.com/consultants/mr-stephen-mcgillion","Orthopaedic surgery","Wessex Hospital","Yes","21","14"
"Mr Stephen Montalto","https://www.nuffieldhealth.com/consultants/mr-stephen-attard-montalto","Gynaecology","Tunbridge Wells Hospital","No","0","0"
"Mr Stephen Morley","https://www.nuffieldhealth.com/consultants/mr-stephen-morley","Plastic Surgery","Glasgow Hospital","Yes","14","14"
"Mr Stephen Morris","https://www.nuffieldhealth.com/consultants/mr-stephen-morris","Orthopaedic surgery","Bristol Hospital","Yes","143","8"
"Mr Stephen Walsh","https://www.nuffieldhealth.com/consultants/mr-stephen-walsh","Oral and Maxillo-facial surgery","Chichester Hospital; Guildford Hospital","Yes","4","12"
"Mr Stephen Wild","https://www.nuffieldhealth.com/consultants/mr-stephen-wild","Gynaecology","Tees Hospital","No","0","0"
"Mr Stevan  Jordan","https://www.nuffieldhealth.com/consultants/mr-stevan-jordan","","","Yes","9","6"
"Mr Steve Hornby","https://www.nuffieldhealth.com/consultants/mr-steve-hornby","General Surgery","Cheltenham Hospital","Yes","11","15"
"Mr Steven Godsiff","https://www.nuffieldhealth.com/consultants/mr-steven-godsiff","Orthopaedic surgery","Leicester Hospital","Yes","35","13"
"Mr Steven Harsum","https://www.nuffieldhealth.com/consultants/mr-steven-harsum","Ophthalmology; Ophthalmic Surgery","Parkside Hospital","No","0","0"
"Mr Steven Pryke","https://www.nuffieldhealth.com/consultants/mr-steven-pryke","Orthopaedic surgery","Ipswich Hospital","Yes","6","19"
"Mr Steven Rowley","https://www.nuffieldhealth.com/consultants/mr-steven-rowley","Ophthalmology","Bournemouth Hospital","No","0","0"
"Mr Stuart  Bell","https://www.nuffieldhealth.com/consultants/mr-mr-stuart-bell","Orthopaedic surgery","Glasgow Hospital","Yes","21","7"
"Mr Stuart  Hodder","https://www.nuffieldhealth.com/consultants/mr-stuart-hodder","Podiatry","Woking Hospital","No","0","0"
"Mr Stuart Campbell","https://www.nuffieldhealth.com/consultants/mr-stuart-campbell","Podiatry","Manchester Institute of Health &amp; Performance (MIHP)","No","0","0"
"Mr Stuart Graham","https://www.nuffieldhealth.com/consultants/mr-stuart-graham","Urology","The Holly Hospital","Yes","56","3"
"Mr Stuart James","https://www.nuffieldhealth.com/consultants/mr-stuart-james","Orthopaedic surgery","Cardiff and Vale Hospitals","Yes","78","1"
"Mr Stuart Robertson","https://www.nuffieldhealth.com/consultants/mr-stuart-robertson","General Surgery; Breast Surgery","Warwickshire Hospital","Yes","45","1"
"Mr Su-Min Lee","https://www.nuffieldhealth.com/consultants/mr-su-min-lee","Urology","Bristol Hospital","Yes","0","0"
"Mr Subash Tandon","https://www.nuffieldhealth.com/consultants/mr-subash-tandon","Orthopaedic surgery","Leicester Hospital","Yes","107","6"
"Mr Sudip Ray","https://www.nuffieldhealth.com/consultants/mr-sudip-ray","General Surgery; Vascular Surgery ","Guildford Hospital; Parkside Hospital","No","0","0"
"Mr Sulaiman Alazzawi","https://www.nuffieldhealth.com/consultants/mr-sulaiman-alazzawi","Orthopaedic surgery","Parkside Hospital","Yes","45","6"
"Mr Suliman El-Shunnar","https://www.nuffieldhealth.com/consultants/mr-suliman-el-shunnar","ENT (Otolaryngology); Paediatric Surgery","Warwickshire Hospital","Yes","34","7"
"Mr Sultan Qasim","https://www.nuffieldhealth.com/consultants/mr-sultan-qasim","Orthopaedic surgery; Sport and Exercise Medicine","Newcastle upon Tyne Hospital","Yes","26","7"
"Mr Summi Abdul","https://www.nuffieldhealth.com/consultants/mr-summi-abdul","Gynaecology","Derby Hospital","Yes","104","5"
"Mr Sunil  Auplish","https://www.nuffieldhealth.com/consultants/mr-sunil-auplish","Orthopaedic surgery","York Hospital","Yes","2","12"
"Mr Sunil Kumar","https://www.nuffieldhealth.com/consultants/mr-sunil-kumar","Orthopaedic surgery","Brentwood Hospital; The Holly Hospital","Yes","176","1"
"Mr Sunil Kumar Pai","https://www.nuffieldhealth.com/consultants/mr-sunil-kumar-pai","Orthopaedic surgery","York Hospital","Yes","1","14"
"Mr Sunildath (Joey) Cazabon","https://www.nuffieldhealth.com/consultants/mr-sunildath-joey-cazabon","Ophthalmology","Chester, The Grosvenor Hospital","Yes","76","1"
"Mr Suresh Chandrashekar","https://www.nuffieldhealth.com/consultants/mr-suresh-chandrashekar","Orthopaedic surgery","Highgate Hospital","Yes","22","10"
"Mr Suresh Sagili","https://www.nuffieldhealth.com/consultants/mr-suresh-sagili","Ophthalmology","Shrewsbury Hospital","Yes","36","6"
"Mr Suroosh Madanipour","https://www.nuffieldhealth.com/consultants/mr-suroosh-madanipour","","Parkside Hospital","Yes","9","5"
"Mr Sven Putnis","https://www.nuffieldhealth.com/consultants/mr-sven-putnis","Orthopaedic surgery","Bristol Hospital","Yes","14","19"
"Mr Syed  Ahmed","https://www.nuffieldhealth.com/consultants/mr-syed-ahmed","Orthopaedic surgery","Tunbridge Wells Hospital","Yes","0","0"
"Mr Syed  Iftikhar","https://www.nuffieldhealth.com/consultants/mr-s-y-iftikhar","General Surgery","Derby Hospital","Yes","30","1"
"Mr Syed Hussain","https://www.nuffieldhealth.com/consultants/mr-syed-hussain","General Surgery; Vascular Surgery ","Highgate Hospital","Yes","62","1"
"Mr Syed Neshat Anjum","https://www.nuffieldhealth.com/consultants/mr-syed-neshat-anjum","Orthopaedic surgery","Wessex Hospital","Yes","18","14"
"Mr T Malins","https://www.nuffieldhealth.com/consultants/mr-t-malins","Oral and Maxillo-facial surgery","North Staffordshire Hospital","Yes","36","6"
"Mr Tahir Ali","https://www.nuffieldhealth.com/consultants/mr-tahir-ali","General Surgery; Vascular Surgery ","Woking Hospital","Yes","0","0"
"Mr Taimour  Alam","https://www.nuffieldhealth.com/consultants/mr-taimour-alam","Neurophysiology","Leeds Hospital","No","0","0"
"Mr Taleb Jeddy","https://www.nuffieldhealth.com/consultants/mr-taleb-jeddy","General Surgery; Vascular Surgery ","Brentwood Hospital","Yes","24","13"
"Mr Talvinder Gill","https://www.nuffieldhealth.com/consultants/mr-talvinder-gill","General Surgery; Colorectal Surgery","Tees Hospital","Yes","27","7"
"Mr Tamas  Kustos","https://www.nuffieldhealth.com/consultants/mr-tamas-kustos","Orthopaedic surgery","Chester, The Grosvenor Hospital","Yes","56","14"
"Mr Tamim Siddiqui","https://www.nuffieldhealth.com/consultants/mr-tamim-siddiqui","Vascular Surgery ","Glasgow Hospital","Yes","60","7"
"Mr Tapan Sircar","https://www.nuffieldhealth.com/consultants/mr-tapan-sircar","Breast Surgery","Wolverhampton Hospital","Yes","12","12"
"Mr Tarek Hammam","https://www.nuffieldhealth.com/consultants/mr-tarek-hammam","Ophthalmology","Shrewsbury Hospital","Yes","18","20"
"Mr Tarig Abdelrahman","https://www.nuffieldhealth.com/consultants/mr-tarig-abdelrahman","General Surgery","Cardiff and Vale Hospitals","Yes","15","2"
"Mr Tariq Ahmad","https://www.nuffieldhealth.com/consultants/mr-tariq-ahmad","Plastic Surgery","Cambridge Hospital","No","0","0"
"Mr Tarun Taneja","https://www.nuffieldhealth.com/consultants/mr-tarun-taneja","Orthopaedic surgery","The Holly Hospital","Yes","18","20"
"Mr Tass Malik","https://www.nuffieldhealth.com/consultants/mr-tass-malik","ENT (Otolaryngology)","Plymouth Hospital","No","0","0"
"Mr Tev Aho","https://www.nuffieldhealth.com/consultants/mr-tev-aho","Urology","Cambridge Hospital","Yes","0","0"
"Mr Thangasamy Sankar","https://www.nuffieldhealth.com/consultants/mr-thangasamy-sankar","Plastic Surgery","Leicester Hospital","Yes","12","3"
"Mr Thomas Edward Fearnley","https://www.nuffieldhealth.com/consultants/mr-thomas-edward-fearnley","Ophthalmology","York Hospital","Yes","5","21"
"Mr Thomas Groot-Wassink","https://www.nuffieldhealth.com/consultants/mr-thomas-groot-wassink","General Surgery","Ipswich Hospital","Yes","21","6"
"Mr Thomas Hunter","https://www.nuffieldhealth.com/consultants/mr-thomas-hunter","Orthopaedic surgery","Chester, The Grosvenor Hospital","Yes","14","12"
"Mr Thomas Ind","https://www.nuffieldhealth.com/consultants/mr-thomas-ind","Gynaecology","Parkside Hospital","Yes","0","0"
"Mr Thomas Jenyon","https://www.nuffieldhealth.com/consultants/mr-thomas-jenyon","Ophthalmology","Shrewsbury Hospital","Yes","18","7"
"Mr Thomas Johnston","https://www.nuffieldhealth.com/consultants/mr-thomas-johnston","Urology","Bournemouth Hospital","Yes","2","7"
"Mr Thomas Macleod","https://www.nuffieldhealth.com/consultants/mr-thomas-macleod","Plastic Surgery","York Hospital","Yes","3","16"
"Mr Thomas Roe","https://www.nuffieldhealth.com/consultants/mr-thomas-roe","General Surgery","Cheltenham Hospital","Yes","12","27"
"Mr Tiew Teo","https://www.nuffieldhealth.com/consultants/mr-tiew-teo","Plastic Surgery","Tunbridge Wells Hospital","No","0","0"
"Mr Tim Appanna","https://www.nuffieldhealth.com/consultants/mr-tim-appanna","Urology","Cardiff and Vale Hospitals","Yes","22","6"
"Mr Tim Germon","https://www.nuffieldhealth.com/consultants/mr-tim-germon","Neurosurgery","Plymouth Hospital","Yes","0","0"
"Mr Tim Hardwick","https://www.nuffieldhealth.com/consultants/mr-tim-hardwick","","Chichester Hospital","Yes","4","28"
"Mr Tim Hookway","https://www.nuffieldhealth.com/consultants/mr-tim-hookway","Gynaecology","Plymouth Hospital","Yes","0","0"
"Mr Tim Larner","https://www.nuffieldhealth.com/consultants/mr-tim-larner","Urology","Brighton Hospital","No","0","0"
"Mr Tim Matthews","https://www.nuffieldhealth.com/consultants/mr-tim-matthews","Orthopaedic surgery","Cardiff and Vale Hospitals","Yes","26","15"
"Mr Tim Moore","https://www.nuffieldhealth.com/consultants/mr-tim-moore","Colorectal Surgery","Wessex Hospital","Yes","0","0"
"Mr Tim Pencavel","https://www.nuffieldhealth.com/consultants/mr-tim-pencavel","General Surgery","Guildford Hospital","Yes","12","13"
"Mr Tim Spalding","https://www.nuffieldhealth.com/consultants/mr-tim-spalding","Orthopaedic surgery","Warwickshire Hospital","No","0","0"
"Mr Tim Theologis","https://www.nuffieldhealth.com/consultants/mr-tim-theologis","Orthopaedic surgery; Paediatric Surgery","Oxford, The Manor Hospital","No","0","0"
"Mr Tim White","https://www.nuffieldhealth.com/consultants/mr-tim-white","Orthopaedic surgery","Edinburgh Hospital","Yes","1","9"
"Mr Tim Worthington","https://www.nuffieldhealth.com/consultants/mr-tim-worthington","General Surgery; Gastrointestinal surgery","Guildford Hospital","Yes","83","2"
"Mr Timothy Batten","https://www.nuffieldhealth.com/consultants/mr-timothy-batten","Orthopaedic surgery","Cheltenham Hospital","Yes","9","20"
"Mr Timothy Bullen","https://www.nuffieldhealth.com/consultants/mr-timothy-bullen","General Surgery","North Staffordshire Hospital","Yes","11","28"
"Mr Timothy Cresswell","https://www.nuffieldhealth.com/consultants/mr-timothy-cresswell","Orthopaedic surgery","Derby Hospital","Yes","24","20"
"Mr Timothy Jones","https://www.nuffieldhealth.com/consultants/mr-timothy-jones","Neurosurgery; Neuro-Oncology","Parkside Hospital","Yes","0","0"
"Mr Timothy Rowlands","https://www.nuffieldhealth.com/consultants/mr-timothy-rowlands","General Surgery","Derby Hospital","Yes","30","1"
"Mr Titus Adams","https://www.nuffieldhealth.com/consultants/mr-titus-adams","Plastic Surgery","Oxford, The Manor Hospital","Yes","3","19"
"Mr Toby Page","https://www.nuffieldhealth.com/consultants/mr-toby-page","Urology","Newcastle upon Tyne Hospital","Yes","0","0"
"Mr Todd Kanzara","https://www.nuffieldhealth.com/consultants/mr-todd-kanzara","ENT (Otolaryngology)","Chester, The Grosvenor Hospital","Yes","33","5"
"Mr Tom  Yeoman","https://www.nuffieldhealth.com/consultants/mr-tom-yeoman","Orthopaedic surgery","York Hospital","Yes","12","1"
"Mr Tom Lawrence","https://www.nuffieldhealth.com/consultants/mr-tom-lawrence","Orthopaedic surgery","Warwickshire Hospital","Yes","24","7"
"Mr Tom Leslie","https://www.nuffieldhealth.com/consultants/mr-tom-leslie","Urology","Oxford, The Manor Hospital","Yes","0","0"
"Mr Tom Saunders","https://www.nuffieldhealth.com/consultants/mr-tom-saunders","ENT (Otolaryngology)","Shrewsbury Hospital","Yes","0","0"
"Mr Tom Wilson","https://www.nuffieldhealth.com/consultants/mr-tom-wilson","ENT (Otolaryngology)","Leeds Hospital","No","0","0"
"Mr Tony Antonios","https://www.nuffieldhealth.com/consultants/mr-tony-antonios","Orthopaedic surgery","Parkside Hospital","Yes","48","8"
"Mr Tony Bateman","https://www.nuffieldhealth.com/consultants/mr-tony-bateman","Orthopaedic surgery","Derby Hospital","Yes","128","7"
"Mr Tony Chalhoub","https://www.nuffieldhealth.com/consultants/mr-tony-chalhoub","Gynaecology","Parkside Hospital","Yes","0","0"
"Mr Tony McGilligan","https://www.nuffieldhealth.com/consultants/mr-tony-mcgilligan","ENT (Otolaryngology)","Brighton Hospital; Haywards Heath Hospital","Yes","48","21"
"Mr Tony Nargol","https://www.nuffieldhealth.com/consultants/mr-tony-nargol","Orthopaedic surgery","Tees Hospital","Yes","32","6"
"Mr Trevor Dorkin","https://www.nuffieldhealth.com/consultants/mr-trevor-dorkin","Urology","Newcastle upon Tyne Hospital","Yes","0","0"
"Mr Trevor Prior","https://www.nuffieldhealth.com/consultants/mr-trevor-prior","Podiatry","The Holly Hospital","No","0","0"
"Mr Trif Papettas","https://www.nuffieldhealth.com/consultants/mr-trif-papettas","General Surgery; Colorectal Surgery","Warwickshire Hospital","Yes","124","2"
"Mr Trushar Patel","https://www.nuffieldhealth.com/consultants/mr-trushar-patel","Ophthalmology","Tees Hospital","Yes","42","1"
"Mr Ulrich Meyer-Bothling","https://www.nuffieldhealth.com/consultants/mr-ulrich-meyer-bothling","Ophthalmology; Ophthalmic Surgery","Woking Hospital","Yes","0","0"
"Mr Umberto Fazzi","https://www.nuffieldhealth.com/consultants/mr-umberto-fazzi","Orthopaedic surgery","Glasgow Hospital","Yes","39","1"
"Mr Uthaya Ramanathan","https://www.nuffieldhealth.com/consultants/mr-uthaya-ramanathan","Ophthalmology","Wolverhampton Hospital","No","0","0"
"Mr Uthaya Selbong","https://www.nuffieldhealth.com/consultants/mr-uthaya-selbong","Oral and Maxillo-facial surgery","Oxford, The Manor Hospital","Yes","6","23"
"Mr Varun Dewan","https://www.nuffieldhealth.com/consultants/mr-varun-dewan","Orthopaedic surgery","Wolverhampton Hospital","Yes","8","6"
"Mr Vasileios  Minas","https://www.nuffieldhealth.com/consultants/mr-vasileios-minas","Gynaecology","Woking Hospital","Yes","21","8"
"Mr Velupillai Ilankovan","https://www.nuffieldhealth.com/consultants/mr-velupillai-ilankovan","Oral and Maxillo-facial surgery","Bournemouth Hospital","No","0","0"
"Mr Veysi Veysi","https://www.nuffieldhealth.com/consultants/mr-veysi-veysi","Orthopaedic surgery","Leeds Hospital","Yes","72","6"
"Mr Vijai Ranawat","https://www.nuffieldhealth.com/consultants/mr-vijai-ranawat","Orthopaedic surgery","Hereford Hospital","Yes","98","1"
"Mr Vijay Gadhvi","https://www.nuffieldhealth.com/consultants/mr-vijay-gadhvi","General Surgery; Vascular Surgery ","Brentwood Hospital","Yes","31","1"
"Mr Vijay Kurup","https://www.nuffieldhealth.com/consultants/mr-vijay-kurup","General Surgery","Tees Hospital","Yes","0","0"
"Mr Vijay Santhanam","https://www.nuffieldhealth.com/consultants/mr-vijay-santhanam","Oral and Maxillo-facial surgery","Ipswich Hospital","No","0","0"
"Mr Vijay Sujendran","https://www.nuffieldhealth.com/consultants/mr-vijay-sujendran","General Surgery","Cambridge Hospital","Yes","3","5"
"Mr Vik Vijh","https://www.nuffieldhealth.com/consultants/mr-vik-vijh","Plastic Surgery","Hereford Hospital","Yes","0","0"
"Mr Vinay Jasani","https://www.nuffieldhealth.com/consultants/mr-vinay-jasani","Orthopaedic surgery; Paediatric Surgery","North Staffordshire Hospital","Yes","21","14"
"Mr Vincent Dubois","https://www.nuffieldhealth.com/consultants/mr-vincent-dubois","Ophthalmology","Chester, The Grosvenor Hospital","Yes","84","5"
"Mr Vinod Gangwani","https://www.nuffieldhealth.com/consultants/mr-vinod-gangwani-2","Ophthalmology; Ophthalmic Surgery","Woking Hospital","Yes","40","5"
"Mr Vinod Kumar","https://www.nuffieldhealth.com/consultants/mr-vinod-kumar","Ophthalmology","Cardiff and Vale Hospitals","Yes","14","5"
"Mr Vinod Menon","https://www.nuffieldhealth.com/consultants/mr-vinod-menon","General Surgery","Warwickshire Hospital","Yes","12","13"
"Mr Vinodh  Pannirselvam","https://www.nuffieldhealth.com/consultants/mr-vinodh-pannirselvam","Orthopaedic surgery","North Staffordshire Hospital","Yes","0","0"
"Mr Vipul Mandalia","https://www.nuffieldhealth.com/consultants/mr-vipul-mandalia","Orthopaedic surgery","Exeter Hospital","Yes","12","5"
"Mr Viren Asher","https://www.nuffieldhealth.com/consultants/mr-viren-asher","Gynaecology","Derby Hospital","Yes","5","27"
"Mr Vishal Borse","https://www.nuffieldhealth.com/consultants/mr-vishal-borse","","Leeds Hospital","Yes","35","7"
"Mr Vishal Prasad","https://www.nuffieldhealth.com/consultants/mr-vishal-prasad","Orthopaedic surgery","Woking Hospital; Guildford Hospital","Yes","32","12"
"Mr Vittal Rao","https://www.nuffieldhealth.com/consultants/mr-vittal-rao","General Surgery","North Staffordshire Hospital","Yes","20","5"
"Mr Vivek Upasani","https://www.nuffieldhealth.com/consultants/mr-vivek-upasani","General Surgery","Leeds Hospital","No","0","0"
"Mr Vivekanandan Dhukaram","https://www.nuffieldhealth.com/consultants/mr-vivekanandan-dhukaram","Orthopaedic surgery; Paediatric Surgery","Warwickshire Hospital","Yes","34","6"
"Mr Vladimir Bobic","https://www.nuffieldhealth.com/consultants/professor-vladimir-bobic","Orthopaedic surgery; Paediatric Surgery","Chester, The Grosvenor Hospital","Yes","120","5"
"Mr Vuivun Wong","https://www.nuffieldhealth.com/consultants/mr-vuivun-wong","Gynaecology","Haywards Heath Hospital","Yes","27","2"
"Mr Vyomesh Bhatt","https://www.nuffieldhealth.com/consultants/mr-vyomesh-bhatt","Oral and Maxillo-facial surgery","Brentwood Hospital; Ipswich Hospital","No","21","10"
"Mr Wael Dandachli","https://www.nuffieldhealth.com/consultants/mr-wael-dandachli","Orthopaedic surgery","Warwickshire Hospital","Yes","2","28"
"Mr Wael Elsaify","https://www.nuffieldhealth.com/consultants/mr-wael-elsaify","General Surgery","Tees Hospital","Yes","118","7"
"Mr Wai Weng Yoon","https://www.nuffieldhealth.com/consultants/mr-wai-weng-yoon","Orthopaedic surgery","Leicester Hospital","Yes","41","7"
"Mr Walid Elmahdy","https://www.nuffieldhealth.com/consultants/mr-walid-elmahdy","Cardiothoracic Surgery","Leeds Hospital","No","0","0"
"Mr Walter Douie","https://www.nuffieldhealth.com/consultants/mr-walter-douie","General Surgery; Colorectal Surgery","Plymouth Hospital","Yes","0","0"
"Mr Wasim Mahmalji","https://www.nuffieldhealth.com/consultants/mr-wasim-mahmalji","Urology","Hereford Hospital","Yes","5","21"
"Mr Wassim Hassan","https://www.nuffieldhealth.com/consultants/mr-wassim-hassan","Gynaecology; Menopause","Ipswich Hospital","Yes","9","2"
"Mr Werner Struss","https://www.nuffieldhealth.com/consultants/mr-werner-struss","Urology","Wessex Hospital","No","0","0"
"Mr Wilhelm Wagner","https://www.nuffieldhealth.com/consultants/mr-wilhelm-wagner","Orthopaedic surgery","Shrewsbury Hospital; Wolverhampton Hospital","Yes","58","6"
"Mr Will Hawkins","https://www.nuffieldhealth.com/consultants/mr-will-hawkins","General Surgery","Chichester Hospital","Yes","0","0"
"Mr Will Mason","https://www.nuffieldhealth.com/consultants/mr-william-mason","Orthopaedic surgery","Cheltenham Hospital","Yes","3","9"
"Mr William Anderson","https://www.nuffieldhealth.com/consultants/mr-william-anderson","Plastic Surgery","Edinburgh Hospital","Yes","0","0"
"Mr William Chambers","https://www.nuffieldhealth.com/consultants/mr-william-chambers","General Surgery","Exeter Hospital","Yes","9","16"
"Mr William Gietzmann","https://www.nuffieldhealth.com/consultants/mr-william-gietzmann","Urology","Oxford, The Manor Hospital","Yes","37","19"
"Mr William Harcourt","https://www.nuffieldhealth.com/consultants/mr-william-harcourt","Orthopaedic surgery","Cheltenham Hospital","Yes","21","5"
"Mr William Hart","https://www.nuffieldhealth.com/consultants/mr-william-hart","Orthopaedic surgery","Wolverhampton Hospital","Yes","7","27"
"Mr William Jackson","https://www.nuffieldhealth.com/consultants/mr-william-jackson","Orthopaedic surgery","Oxford, The Manor Hospital","Yes","21","21"
"Mr William McClatchie","https://www.nuffieldhealth.com/consultants/mr-william-mcclatchie","Orthopaedic surgery","Parkside Hospital","Yes","12","15"
"Mr William Neary","https://www.nuffieldhealth.com/consultants/mr-william-neary","General Surgery","Bristol Hospital","Yes","0","0"
"Mr William Thomas","https://www.nuffieldhealth.com/consultants/mr-william-thomas","Orthopaedic surgery","Exeter Hospital","Yes","14","20"
"Mr William Tice","https://www.nuffieldhealth.com/consultants/mr-william-tice","Orthopaedic surgery","Wessex Hospital","Yes","31","1"
"Mr Wing Zou Wong","https://www.nuffieldhealth.com/consultants/mr-wing-zou-wong","General Surgery","York Hospital","Yes","21","6"
"Mr Wisam Al-Hakim","https://www.nuffieldhealth.com/consultants/mr-wisam-al-hakim","Orthopaedic surgery","The Holly Hospital","Yes","144","2"
"Mr Wissam Abou-Chedid","https://www.nuffieldhealth.com/consultants/mr-wissam-abou-chedid","Urology","Guildford Hospital; Woking Hospital; Parkside Hospital","Yes","84","2"
"Mr Wolfgang Issing","https://www.nuffieldhealth.com/consultants/mr-wolfgang-issing","ENT (Otolaryngology)","Newcastle upon Tyne Hospital","Yes","120","5"
"Mr Y Yang","https://www.nuffieldhealth.com/consultants/mr-y-yang","Ophthalmology","Wolverhampton Hospital","Yes","12","21"
"Mr Yaser Ghani","https://www.nuffieldhealth.com/consultants/mr-yaser-ghani","Orthopaedic surgery","Highgate Hospital","Yes","42","1"
"Mr Yasser Abdul Aal","https://www.nuffieldhealth.com/consultants/mr-yasser-abdul-aal","General Surgery","Tunbridge Wells Hospital","Yes","0","0"
"Mr Yatin Thakur","https://www.nuffieldhealth.com/consultants/mr-yatin-thakur","Gynaecology","Brentwood Hospital","Yes","108","7"
"Mr Yemi Coker","https://www.nuffieldhealth.com/consultants/mr-yemi-coker","Gynaecology","Brentwood Hospital","Yes","11","21"
"Mr Yousaf Shah","https://www.nuffieldhealth.com/consultants/mr-yousaf-shah","Orthopaedic surgery","Cheltenham Hospital","Yes","8","12"
"Mr Zafar Maan","https://www.nuffieldhealth.com/consultants/mr-zafar-maan","Urology","Ipswich Hospital","No","0","0"
"Mr Zaher Dannawi","https://www.nuffieldhealth.com/consultants/mr-zaher-dannawi","Orthopaedic surgery","The Holly Hospital","Yes","42","13"
"Mr Zahir Soonawalla","https://www.nuffieldhealth.com/consultants/mr-zahir-soonawalla","General Surgery","Oxford, The Manor Hospital","No","0","0"
"Mr Zaid Al-Wattar","https://www.nuffieldhealth.com/consultants/mr-zaid-al-wattar","Orthopaedic surgery","Hereford Hospital","Yes","112","5"
"Mr Zeiad El-Gizawy","https://www.nuffieldhealth.com/consultants/mr-zeiad-el-gizawy","Gynaecology","North Staffordshire Hospital","Yes","10","8"
"Mr Ziali Sivardeen","https://www.nuffieldhealth.com/consultants/mr-ziali-sivardeen","Orthopaedic surgery","The Holly Hospital","Yes","3","10"
"Mr Zishan Naeem","https://www.nuffieldhealth.com/consultants/mr-zishan-naeem","Orthoptics","Parkside Hospital","No","0","0"
"Mr Zuhair Nawaz","https://www.nuffieldhealth.com/consultants/mr-zuhair-nawaz","Orthopaedic surgery","Woking Hospital","Yes","16","14"
"Mr. Geoffrey Roberts","https://www.nuffieldhealth.com/consultants/mr-geoffrey-roberts","General Surgery","Oxford, The Manor Hospital","Yes","13","8"
"Mrs  Aenone Harper Machin","https://www.nuffieldhealth.com/consultants/mrs-aenone-harper-machin","Plastic Surgery","Chester, The Grosvenor Hospital","Yes","0","0"
"Mrs  Amy  Martin","https://www.nuffieldhealth.com/consultants/mrs-amy-martin","Podiatry","Cardiff and Vale Hospitals","No","0","0"
"Mrs  Caroline Fraser","https://www.nuffieldhealth.com/consultants/mrs-caroline-fraser","Speech and Language Therapy","Oxford, The Manor Hospital","No","0","0"
