name,url,specialties,hospitals,able_to_book,appointments_next_4_weeks,first_available_days_away
"Dr Sam Qureshi","https://www.nuffieldhealth.com/consultants/dr-sam-qureshi","General (internal) Medicine; Geriatric Medicine","Highgate Hospital","No","0","0"
"Dr Samal Gunatilake","https://www.nuffieldhealth.com/consultants/dr-samal-gunatilake","Respiratory Medicine","Wessex Hospital","Yes","0","0"
"Dr Samantha Davies","https://www.nuffieldhealth.com/consultants/dr-samantha-davies","General Practice (GP); Menopause","Wessex Hospital","Yes","7","5"
"Dr Samantha Hunt","https://www.nuffieldhealth.com/consultants/dr-samantha-hunt","Dermatology","Wessex Hospital","Yes","0","0"
"Dr Samuel Thistleton","https://www.nuffieldhealth.com/consultants/dr-samuel-thistleton","Sport and Exercise Medicine","Manchester Institute of Health &amp; Performance (MIHP)","No","0","0"
"Dr Sanchita Sen","https://www.nuffieldhealth.com/consultants/dr-sanchita-sen","General Practice (GP)","Highgate Hospital","Yes","264","1"
"Dr Sandeep Bawa","https://www.nuffieldhealth.com/consultants/dr-sandeep-bawa","Rheumatology; General (internal) Medicine","Glasgow Hospital","Yes","30","7"
"Dr Sandeep Hothi","https://www.nuffieldhealth.com/consultants/dr-sandeep-hothi","Cardiology; General (internal) Medicine","Wolverhampton Hospital","Yes","0","0"
"Dr Sandeep Mukherjee","https://www.nuffieldhealth.com/consultants/dr-sandeep-mukherjee","Rheumatology","Bournemouth Hospital","Yes","9","22"
"Dr Sandip Sen","https://www.nuffieldhealth.com/consultants/dr-sandip-sen","General (internal) Medicine; Gastroenterology","North Staffordshire Hospital","Yes","0","0"
"Dr Sandy Gupta","https://www.nuffieldhealth.com/consultants/dr-sandy-gupta","Cardiology","The Holly Hospital","Yes","90","5"
"Dr Sangeeta Scotton","https://www.nuffieldhealth.com/consultants/dr-sangeeta-scotton","Neurology","Shrewsbury Hospital","No","0","0"
"Dr Sangita Agarwal","https://www.nuffieldhealth.com/consultants/dr-sangita-agarwal","Rheumatology","Parkside Hospital","Yes","26","15"
"Dr Sanjay Gupta","https://www.nuffieldhealth.com/consultants/dr-sanjay-gupta","Cardiology; General (internal) Medicine","York Hospital","No","0","0"
"Dr Sanjeev Menon","https://www.nuffieldhealth.com/consultants/dr-sanjeev-menon","Rheumatology","Chichester Hospital","Yes","54","7"
"Dr Sanjeev Patel","https://www.nuffieldhealth.com/consultants/dr-sanjeev-patel","Rheumatology","Parkside Hospital","Yes","93","3"
"Dr Sanjiv Nichani OBE","https://www.nuffieldhealth.com/consultants/dr-sanjiv-nichani","Paediatrics","Leicester Hospital","Yes","45","6"
"Dr Sanjiv Petkar","https://www.nuffieldhealth.com/consultants/dr-sanjiv-petkar","Cardiology","Wolverhampton Hospital","No","0","0"
"Dr Saoirse Dolly","https://www.nuffieldhealth.com/consultants/dr-saoirse-dolly","Medical Oncology","Brighton Hospital","No","0","0"
"Dr Sara  Khaksar","https://www.nuffieldhealth.com/consultants/dr-sara-khaksar","Clinical Oncology","Guildford Hospital","No","0","0"
"Dr Sarah  Watton","https://www.nuffieldhealth.com/consultants/dr-sarah-watton","General Practice (GP)","Shrewsbury Hospital","Yes","51","8"
"Dr Sarah Catherine Clarke","https://www.nuffieldhealth.com/consultants/dr-sarah-clarke","Cardiology","Cambridge Hospital","Yes","6","17"
"Dr Sarah Gray","https://www.nuffieldhealth.com/consultants/dr-sarah-gray","General Practice (GP)","Plymouth Hospital","No","0","0"
"Dr Sarah Jefferies","https://www.nuffieldhealth.com/consultants/dr-sarah-jefferies","Medical Oncology","Cambridge Hospital","No","0","0"
"Dr Sarah Patrick","https://www.nuffieldhealth.com/consultants/dr-sarah-patrick","Psychology","Oxford, The Manor Hospital","No","0","0"
"Dr Sarah Westwell","https://www.nuffieldhealth.com/consultants/dr-sarah-westwell","Clinical Oncology","Brighton Hospital","No","0","0"
"Dr Sarju Mathew","https://www.nuffieldhealth.com/consultants/dr-sarju-mathew","Gynaecology","Glasgow Hospital","Yes","16","5"
"Dr Sarvinder Saini","https://www.nuffieldhealth.com/consultants/dr-sarvinder-saini","General Practice (GP)","Wolverhampton Hospital","No","0","0"
"Dr Sasha Hvidsten","https://www.nuffieldhealth.com/consultants/dr-sasha-hvidsten","Child and Adolescent Psychiatry; Paediatrics","Warwickshire Hospital","No","0","0"
"Dr Saurabh Chaudhri","https://www.nuffieldhealth.com/consultants/dr-saurabh-chaudhri","Renal Medicine (Nephrology)","The Holly Hospital","Yes","36","6"
"Dr Sayan Datta","https://www.nuffieldhealth.com/consultants/dr-sayan-datta","Neurology","York Hospital","No","0","0"
"Dr Sean Cochrane","https://www.nuffieldhealth.com/consultants/dr-sean-cochrane","Gastroenterology","Plymouth Hospital","Yes","0","0"
"Dr Sean Elyan","https://www.nuffieldhealth.com/consultants/dr-sean-elyan","Clinical Oncology","Cheltenham Hospital","No","0","0"
"Dr Sean Weaver","https://www.nuffieldhealth.com/consultants/dr-sean-weaver","Gastroenterology; General (internal) Medicine","Bournemouth Hospital","Yes","0","0"
"Dr Sebastian Cummins","https://www.nuffieldhealth.com/consultants/dr-sebastian-cummins","Clinical Oncology","Guildford Hospital","No","0","0"
"Dr Shafy Kalakkattil Muthalif","https://www.nuffieldhealth.com/consultants/dr-shafy-kalakkattil-muthalif","General Psychiatry","Ipswich Hospital","No","0","0"
"Dr Shahbaz Roshan-Zamir","https://www.nuffieldhealth.com/consultants/dr-shahbaz-roshan-zamir","Geriatric Medicine","Parkside Hospital","Yes","8","7"
"Dr Shaikh M Imtiaz Haq","https://www.nuffieldhealth.com/consultants/dr-shaikh-m-imtiaz-haq","Child and Adolescent Psychiatry","Newcastle upon Tyne Hospital","No","0","0"
"Dr Shailini  Bahl","https://www.nuffieldhealth.com/consultants/dr-shailini-bahl","Paediatrics","Guildford Hospital","No","0","0"
"Dr Shalabh Srivastava","https://www.nuffieldhealth.com/consultants/dr-shalabh-srivastava","Renal Medicine (Nephrology)","Newcastle upon Tyne Hospital","No","0","0"
"Dr Shanaya Rathod","https://www.nuffieldhealth.com/consultants/dr-shanaya-rathod","General Psychiatry; Old Age Psychiatry","Wessex Hospital","No","0","0"
"Dr Shantini Rice","https://www.nuffieldhealth.com/consultants/dr-shantini-rice","Dermatology","Edinburgh Hospital","Yes","0","0"
"Dr Sharadah Essapen","https://www.nuffieldhealth.com/consultants/dr-sharadah-essapen","Clinical Oncology","Guildford Hospital","No","0","0"
"Dr Sharezad Tang","https://www.nuffieldhealth.com/consultants/dr-sharezad-tang","General Practice (GP)","Highgate Hospital","Yes","333","2"
"Dr Sharon Lim","https://www.nuffieldhealth.com/consultants/dr-sharon-lim","Paediatrics; Endocrinology and Diabetes Mellitus","Brentwood Hospital","No","0","0"
"Dr Shashank Sharma","https://www.nuffieldhealth.com/consultants/dr-shashank-sharma","Respiratory Medicine","Guildford Hospital; Woking Hospital","Yes","6","9"
"Dr Shaun E C  Foo","https://www.nuffieldhealth.com/consultants/dr-shaun-e-c-foo","Neurophysiology; Clinical Neurophysiology","Leeds Hospital; York Hospital","Yes","20","2"
"Dr Sheena Mankodi","https://www.nuffieldhealth.com/consultants/dr-sheena-mankodi","Gastroenterology","Highgate Hospital","Yes","1","16"
"Dr Shefali Rajpopat","https://www.nuffieldhealth.com/consultants/dr-shefali-rajpopat","Dermatology","The Holly Hospital","Yes","0","0"
"Dr Shehram Moghul","https://www.nuffieldhealth.com/consultants/dr-shehram-moghul","General Psychiatry; Old Age Psychiatry","Wessex Hospital; Bournemouth Hospital","No","0","0"
"Dr Shereef Elmoamly","https://www.nuffieldhealth.com/consultants/dr-shereef-elmoamly","Haematology","Warwickshire Hospital","Yes","24","3"
"Dr Sherif Khalifa","https://www.nuffieldhealth.com/consultants/dr-sherif-khalifa","General Practice (GP)","Cardiff and Vale Hospitals","Yes","3","13"
"Dr Sherif Raouf","https://www.nuffieldhealth.com/consultants/dr-sherif-raouf","Clinical Oncology","The Holly Hospital","No","36","4"
"Dr Shibeb Al-Mudhaffer","https://www.nuffieldhealth.com/consultants/dr-shibeb-al-mudhaffer","Rheumatology","Cardiff and Vale Hospitals","Yes","0","0"
"Dr Shimrit Ziv","https://www.nuffieldhealth.com/consultants/dr-shimrit-ziv","Child and Adolescent Psychiatry; General Psychiatry","Cambridge Hospital","No","0","0"
"Dr Shirine Boardman","https://www.nuffieldhealth.com/consultants/dr-shirine-boardman","General (internal) Medicine; Endocrinology and Diabetes Mellitus","Warwickshire Hospital","Yes","24","3"
"Dr Shohista Saidkasimova","https://www.nuffieldhealth.com/consultants/ms-shohista-saidkasimova","Ophthalmology","Glasgow Hospital","Yes","84","1"
"Dr Shuaib Nasser","https://www.nuffieldhealth.com/consultants/dr-shuaib-nasser","Allergy; Respiratory Medicine","Cambridge Hospital","No","0","0"
"Dr Shyam Menon","https://www.nuffieldhealth.com/consultants/dr-shyam-menon","Gastroenterology; General (internal) Medicine","Wolverhampton Hospital","Yes","9","28"
"Dr Shyama Alagoda","https://www.nuffieldhealth.com/consultants/dr-shyama-alagoda","Clinical Neurophysiology","Taunton Hospital","No","0","0"
"Dr Sian Ludman","https://www.nuffieldhealth.com/consultants/dr-sian-ludman","Paediatrics","Exeter Hospital","No","0","0"
"Dr Siao Pei  Tan","https://www.nuffieldhealth.com/consultants/dr-siao-pei-tan","Dermatology","Brentwood Hospital","Yes","0","0"
"Dr Sikander S Sidiki","https://www.nuffieldhealth.com/consultants/dr-sikander-s-sidiki","Ophthalmology","Glasgow Hospital","Yes","2","15"
"Dr Simon Claridge","https://www.nuffieldhealth.com/consultants/dr-simon-claridge","Cardiology","Bournemouth Hospital","No","0","0"
"Dr Simon Corbett","https://www.nuffieldhealth.com/consultants/dr-simon-corbett","Cardiology","Wessex Hospital","No","0","0"
"Dr Simon Davison","https://www.nuffieldhealth.com/consultants/dr-simon-davison","Dermatology","The Holly Hospital","Yes","0","0"
"Dr Simon Donnelly","https://www.nuffieldhealth.com/consultants/dr-simon-donnelly","Rheumatology","The Holly Hospital","Yes","63","2"
"Dr Simon Dunlop","https://www.nuffieldhealth.com/consultants/dr-simon-dunlop","Gastroenterology","Plymouth Hospital","Yes","0","0"
"Dr Simon Fynn","https://www.nuffieldhealth.com/consultants/dr-s-fynn","Cardiology","Cambridge Hospital","No","0","0"
"Dr Simon G M Edwards","https://www.nuffieldhealth.com/consultants/dr-simon-g-m-edwards","Neurology","Plymouth Hospital","No","0","0"
"Dr Simon McLaughlin","https://www.nuffieldhealth.com/consultants/dr-simon-mclaughlin","Gastroenterology; General (internal) Medicine","Bournemouth Hospital","Yes","4","15"
"Dr Simon Russell","https://www.nuffieldhealth.com/consultants/dr-simon-russell","Clinical Oncology","Cambridge Hospital","No","0","0"
"Dr Simon Stern","https://www.nuffieldhealth.com/consultants/dr-simon-stern","Haematology","Parkside Hospital","No","0","0"
"Dr Simon Unter","https://www.nuffieldhealth.com/consultants/dr-simon-unter","Dermatology","Warwickshire Hospital","Yes","0","0"
"Dr Simone Vella","https://www.nuffieldhealth.com/consultants/dr-simone-vella","Gynaecology","Glasgow Hospital","Yes","0","0"
"Dr Siobhan Carver","https://www.nuffieldhealth.com/consultants/dr-siobhan-carver","General Practice (GP)","Parkside Hospital","Yes","93","2"
"Dr Sivanadian (Siva)  Mani-Babu","https://www.nuffieldhealth.com/consultants/dr-sivanadian-mani-babu","Sport and Exercise Medicine","Woking Hospital","Yes","17","20"
"Dr Sivasankar Sangaraju","https://www.nuffieldhealth.com/consultants/dr-sivasankar-sangaraju","Cardiology","Plymouth Hospital","Yes","0","0"
"Dr Sonal Singh","https://www.nuffieldhealth.com/consultants/dr-sonal-singh","Dermatology","Hereford Hospital","Yes","46","7"
"Dr Sonia Dudeja","https://www.nuffieldhealth.com/consultants/dr-sonia-dudeja","General Practice (GP)","Highgate Hospital","No","0","0"
"Dr Sonia Mann","https://www.nuffieldhealth.com/consultants/dr-sonia-mann","General Practice (GP)","Bristol Hospital","Yes","88","2"
"Dr Sonia Panchal","https://www.nuffieldhealth.com/consultants/dr-sonia-panchal","Rheumatology","Warwickshire Hospital","Yes","120","2"
"Dr Sophie Davies","https://www.nuffieldhealth.com/consultants/dr-sophie-davies","Child and Adolescent Psychiatry","Leicester Hospital","No","0","0"
"Dr Sophie L Mayhew","https://www.nuffieldhealth.com/consultants/dr-sophie-l-mayhew","Psychology; Clinical Psychology","Plymouth Hospital","No","0","0"
"Dr Sophie Otter","https://www.nuffieldhealth.com/consultants/dr-sophie-otter","Clinical Oncology; Clinical Oncology (Bladder); Clinical Oncology (Prostate)","Guildford Hospital","No","0","0"
"Dr Sothinathan Gurunathan","https://www.nuffieldhealth.com/consultants/dr-sothinathan-gurunathan","Cardiology","Guildford Hospital","No","0","0"
"Dr Sree Subramanian","https://www.nuffieldhealth.com/consultants/dr-sree-subramanian","Gastroenterology","Cambridge Hospital","Yes","12","20"
"Dr Srinivas Gada","https://www.nuffieldhealth.com/consultants/dr-srinivas-gada","Paediatrics","Oxford, The Manor Hospital","No","0","0"
"Dr Srinivasa Raghavan","https://www.nuffieldhealth.com/consultants/dr-srinivasa-raghavan","Audiovestibular Medicine; Paediatrics","Guildford Hospital; Wessex Hospital","Yes","51","5"
"Dr Srisha Hebbar","https://www.nuffieldhealth.com/consultants/dr-srisha-hebbar","Gastroenterology; General (internal) Medicine","North Staffordshire Hospital","Yes","19","22"
"Dr Stephan  Hinze","https://www.nuffieldhealth.com/consultants/dr-stephan-hinze","Neurology","Oxford, The Manor Hospital","Yes","0","0"
"Dr Stephanie Gibbs","https://www.nuffieldhealth.com/consultants/dr-stephanie-gibbs","Clinical Oncology; Clinical Oncology (Prostate); Clinical Oncology (Bladder)","The Holly Hospital","No","0","0"
"Dr Stephanie Jane Arnold","https://www.nuffieldhealth.com/consultants/dr-stephanie-jane-arnold","Dermatology","Oxford, The Manor Hospital","Yes","0","0"
"Dr Stephen Cookson","https://www.nuffieldhealth.com/consultants/dr-stephen-cookson","Cardiology; General (internal) Medicine","Guildford Hospital","Yes","0","0"
"Dr Stephen Hoole","https://www.nuffieldhealth.com/consultants/dr-stephen-hoole","Cardiology","Cambridge Hospital","No","0","0"
"Dr Stephen Orme","https://www.nuffieldhealth.com/consultants/dr-stephen-orme","General (internal) Medicine; Endocrinology and Diabetes Mellitus","Leeds Hospital","No","27","9"
"Dr Stephen Thomas","https://www.nuffieldhealth.com/consultants/dr-stephen-thomas","Optometry","Tees Hospital","No","0","0"
"Dr Stephen Westgarth","https://www.nuffieldhealth.com/consultants/dr-stephen-westgarth","Child and Adolescent Psychiatry","Newcastle upon Tyne Hospital","No","0","0"
"Dr Stephen Wroe","https://www.nuffieldhealth.com/consultants/dr-stephen-wroe","Neurology; Clinical Neurophysiology","Brentwood Hospital; Ipswich Hospital","Yes","53","14"
"Dr Steve  Peacey","https://www.nuffieldhealth.com/consultants/dr-steve-peacey","General (internal) Medicine; Endocrinology and Diabetes Mellitus","Leeds Hospital","Yes","0","0"
"Dr Stuart Anderson","https://www.nuffieldhealth.com/consultants/dr-stuart-anderson","Neuropsychology","Haywards Heath Hospital; Wessex Hospital","No","0","0"
"Dr Stuart Cairns","https://www.nuffieldhealth.com/consultants/dr-stuart-cairns","General (internal) Medicine; Gastroenterology","Brighton Hospital","No","0","0"
"Dr Stuart Jamieson","https://www.nuffieldhealth.com/consultants/dr-stuart-jamieson","Neurology","Leeds Hospital","No","0","0"
"Dr Stuart Packham","https://www.nuffieldhealth.com/consultants/dr-stuart-packham","General (internal) Medicine; Respiratory Medicine","Cardiff and Vale Hospitals","Yes","27","15"
"Dr Stuart Weatherby","https://www.nuffieldhealth.com/consultants/dr-stuart-weatherby","Neurology","Plymouth Hospital","No","0","0"
"Dr Subramaniam Ramakrishnan","https://www.nuffieldhealth.com/consultants/dr-subramaniam-ramakrishnan","Gastroenterology","Chester, The Grosvenor Hospital","Yes","26","5"
"Dr Sudeep Tanwar","https://www.nuffieldhealth.com/consultants/dr-sudeep-tanwar","Gastroenterology; General (internal) Medicine","The Holly Hospital","Yes","150","2"
"Dr Sudipto Das","https://www.nuffieldhealth.com/consultants/dr-sudipto-das","Rheumatology","Derby Hospital","Yes","11","12"
"Dr Sue Rogers-Weedon","https://www.nuffieldhealth.com/consultants/dr-sue-rogers-weedon","General Practice (GP)","The Holly Hospital","Yes","177","2"
"Dr Sujata  Khambekar","https://www.nuffieldhealth.com/consultants/dr-sujata-khambekar","Cardiology","Bournemouth Hospital","Yes","7","2"
"Dr Sukhbir Dhamrait","https://www.nuffieldhealth.com/consultants/dr-sukhbir-dhamrait","Cardiology","Haywards Heath Hospital; Brighton Hospital","Yes","26","14"
"Dr Suneel Talwar","https://www.nuffieldhealth.com/consultants/dr-suneel-talwar","Cardiology","Bournemouth Hospital","Yes","117","5"
"Dr Suneetha Rachaneni","https://www.nuffieldhealth.com/consultants/dr-suneetha-rachaneni","Gynaecology","Wolverhampton Hospital; Shrewsbury Hospital","Yes","3","2"
"Dr Sunil Nair","https://www.nuffieldhealth.com/consultants/dr-sunil-nair","Endocrinology and Diabetes Mellitus; General (internal) Medicine","Chester, The Grosvenor Hospital","Yes","6","16"
"Dr Sunil Skaria","https://www.nuffieldhealth.com/consultants/dr-sunil-skaria","Clinical Oncology","Brentwood Hospital","No","0","0"
"Dr Suparna Behura","https://www.nuffieldhealth.com/consultants/dr-suparna-behura","General Practice (GP)","Warwickshire Hospital","Yes","24","3"
"Dr Surod  Qazaz","https://www.nuffieldhealth.com/consultants/dr-surod-qazaz","Dermatology","Leicester Hospital","Yes","1","17"
"Dr Susan Ellery","https://www.nuffieldhealth.com/consultants/dr-susan-ellery","Cardiology; General (internal) Medicine","Haywards Heath Hospital","Yes","82","14"
"Dr Susan Jill Adams","https://www.nuffieldhealth.com/consultants/dr-susan-jill-adams","Dermatology","Taunton Hospital","No","0","0"
"Dr Susan Mayaki","https://www.nuffieldhealth.com/consultants/dr-susan-mayaki","General Psychiatry","Hereford Hospital","No","0","0"
"Dr Susan Shaw","https://www.nuffieldhealth.com/consultants/dr-susan-shaw","General Psychiatry","Oxford, The Manor Hospital","No","0","0"
"Dr Susanne Johnson","https://www.nuffieldhealth.com/consultants/dr-susanne-johnson","Gynaecology","Wessex Hospital","No","0","0"
"Dr Suvarna Mahavarkar","https://www.nuffieldhealth.com/consultants/dr-suvarna-mahavarkar","Gynaecology","Bristol Hospital","Yes","41","2"
"Dr Suzanne Lane","https://www.nuffieldhealth.com/consultants/dr-suzanne-lane","Rheumatology","Ipswich Hospital","No","0","0"
"Dr Syed Haris  Ahmed","https://www.nuffieldhealth.com/consultants/dr-syed-haris-ahmed","Endocrinology and Diabetes Mellitus; General (internal) Medicine","Chester, The Grosvenor Hospital","Yes","13","9"
"Dr T P Chua","https://www.nuffieldhealth.com/consultants/dr-t-p-chua","General (internal) Medicine; Cardiology","Guildford Hospital","No","0","0"
"Dr Taffy Makaya","https://www.nuffieldhealth.com/consultants/dr-taffy-makaya","Endocrinology and Diabetes Mellitus; Paediatrics","Oxford, The Manor Hospital","Yes","0","0"
"Dr Taher Mahmud","https://www.nuffieldhealth.com/consultants/dr-taher-mahmud","Rheumatology","Tunbridge Wells Hospital","Yes","36","7"
"Dr Tamara Basarab","https://www.nuffieldhealth.com/consultants/dr-tamara-basarab","Dermatology","Parkside Hospital","Yes","41","2"
"Dr Tang Shim","https://www.nuffieldhealth.com/consultants/dr-tang-shim","Dermatology","Warwickshire Hospital","Yes","0","0"
"Dr Tanya Bleiker","https://www.nuffieldhealth.com/consultants/dr-tanya-bleiker","Dermatology","Derby Hospital","Yes","0","0"
"Dr Tapesh Pakrashi","https://www.nuffieldhealth.com/consultants/dr-tapesh-pakrashi","Cardiology","Parkside Hospital","Yes","12","8"
"Dr Tara Collinge","https://www.nuffieldhealth.com/consultants/dr-tara-collinge","Old Age Psychiatry; General Psychiatry","Bristol Hospital","No","0","0"
"Dr Tariq Ahmad","https://www.nuffieldhealth.com/consultants/dr-tariq-ahmad","Gastroenterology","Exeter Hospital","No","0","0"
"Dr Tariq Azeem","https://www.nuffieldhealth.com/consultants/dr-tariq-azeem","Cardiology; General (internal) Medicine","Derby Hospital","Yes","22","6"
"Dr Tarique Musa","https://www.nuffieldhealth.com/consultants/dr-tarique-musa","Cardiology","Guildford Hospital","Yes","3","17"
"Dr Tarun Kuruvilla","https://www.nuffieldhealth.com/consultants/dr-tarun-kuruvilla","General Psychiatry; Old Age Psychiatry","Cheltenham Hospital","No","0","0"
"Dr Tarun Sharma","https://www.nuffieldhealth.com/consultants/dr-tarun-sharma","General Practice (GP)","Derby Hospital","Yes","189","5"
"Dr Tarun Solanki","https://www.nuffieldhealth.com/consultants/dr-tarun-solanki","General (internal) Medicine; Geriatric Medicine","Taunton Hospital","Yes","30","6"
"Dr Tat Koh","https://www.nuffieldhealth.com/consultants/dr-t-w-koh","General (internal) Medicine; Cardiology","Brentwood Hospital","No","0","0"
"Dr Ted Su Neng Lo","https://www.nuffieldhealth.com/consultants/dr-ted-su-neng-lo","Cardiology","North Staffordshire Hospital","Yes","35","8"
"Dr Terri Passenger","https://www.nuffieldhealth.com/consultants/dr-terri-passenger","Psychology","Oxford, The Manor Hospital","No","0","0"
"Dr Terry Levy","https://www.nuffieldhealth.com/consultants/dr-terry-levy","Cardiology","Bournemouth Hospital","Yes","43","1"
"Dr Thabit Sabbubeh","https://www.nuffieldhealth.com/consultants/dr-thabit-sabbubeh","Clinical Neurophysiology","Derby Hospital","No","0","0"
"Dr Thanh Trung Phan","https://www.nuffieldhealth.com/consultants/dr-thanh-trung-phan","Cardiology","North Staffordshire Hospital","Yes","18","19"
"Dr Theofilos Polychronakis","https://www.nuffieldhealth.com/consultants/dr-theofilos-polychronakis","Paediatrics","Cambridge Hospital","Yes","12","12"
"Dr Thirumaran Rajathurai","https://www.nuffieldhealth.com/consultants/dr-thirumaran-rajathurai","Cardiology","Warwickshire Hospital","Yes","6","2"
"Dr Thivi Maruthappu","https://www.nuffieldhealth.com/consultants/dr-thivi-maruthappu","Dermatology","Highgate Hospital","No","0","0"
"Dr Thomas (Alexander) Tidswell","https://www.nuffieldhealth.com/consultants/dr-thomas-alexander-tidswell","Neurophysiology","Highgate Hospital","Yes","0","0"
"Dr Thomas Dannhauser","https://www.nuffieldhealth.com/consultants/dr-thomas-dannhauser","General Psychiatry","The Holly Hospital","No","0","0"
"Dr Thomas Mark Snow","https://www.nuffieldhealth.com/consultants/dr-thomas-mark-snow","Cardiology","Exeter Hospital","No","0","0"
"Dr Thomas Willsher","https://www.nuffieldhealth.com/consultants/dr-thomas-willsher","General Practice (GP)","Wessex Hospital","No","0","0"
"Dr Thomasina Meehan","https://www.nuffieldhealth.com/consultants/dr-thomasina-meehan","Audiological Medicine","Derby Hospital","Yes","33","1"
"Dr Tijjani Umar","https://www.nuffieldhealth.com/consultants/dr-tijjani-umar","Histopathology","Chichester Hospital","No","0","0"
"Dr Tim Lockie","https://www.nuffieldhealth.com/consultants/dr-tim-lockie","Cardiology","Highgate Hospital","Yes","27","14"
"Dr Tim Wells","https://www.nuffieldhealth.com/consultants/dr-tim-wells","Cardiology","Bournemouth Hospital","Yes","0","0"
"Dr Timothy  Chevassut","https://www.nuffieldhealth.com/consultants/dr-timothy-chevassut","Haematology; Clinical Oncology","Brighton Hospital","No","0","0"
"Dr Timothy Ham","https://www.nuffieldhealth.com/consultants/dr-timothy-ham","Neurology","Cambridge Hospital","Yes","54","5"
"Dr Timothy Shaw","https://www.nuffieldhealth.com/consultants/dr-timothy-shaw","Respiratory Medicine; General (internal) Medicine","Bournemouth Hospital","No","0","0"
"Dr Timothy Wang","https://www.nuffieldhealth.com/consultants/dr-timothy-wang","Chemical Pathology","Guildford Hospital","No","0","0"
"Dr Timothy Watts","https://www.nuffieldhealth.com/consultants/dr-timothy-watts","Allergy","The Holly Hospital","No","0","0"
"Dr Tina Maheswaran","https://www.nuffieldhealth.com/consultants/dr-tina-maheswaran","Gastroenterology; General (internal) Medicine","Chester, The Grosvenor Hospital","Yes","0","0"
"Dr Toby Chave","https://www.nuffieldhealth.com/consultants/dr-toby-chave","Dermatology","Plymouth Hospital","No","0","0"
"Dr Tom Burchell","https://www.nuffieldhealth.com/consultants/dr-tom-burchell","Cardiology","Taunton Hospital; Bristol Hospital","Yes","78","12"
"Dr Tom Cahill","https://www.nuffieldhealth.com/consultants/dr-tom-cahill","Cardiology","Oxford, The Manor Hospital","Yes","10","2"
"Dr Tom Ingram","https://www.nuffieldhealth.com/consultants/dr-tom-ingram","Cardiology; General (internal) Medicine","Shrewsbury Hospital","Yes","0","0"
"Dr Tom Mwambingu","https://www.nuffieldhealth.com/consultants/dr-tom-mwambingu","Cardiology","Leeds Hospital","No","0","0"
"Dr Tom Oliphant","https://www.nuffieldhealth.com/consultants/dr-tom-oliphant","Dermatology","Newcastle upon Tyne Hospital","No","0","0"
"Dr Tony Dhillon","https://www.nuffieldhealth.com/consultants/dr-tony-dhillon","Medical Oncology","Guildford Hospital","No","0","0"
"Dr Tony Todd","https://www.nuffieldhealth.com/consultants/dr-tony-todd","Haematology","Exeter Hospital","No","0","0"
"Dr Tosin Otunla","https://www.nuffieldhealth.com/consultants/dr-tosin-otunla","Paediatrics","Guildford Hospital","No","0","0"
"Dr Tracey Toms","https://www.nuffieldhealth.com/consultants/dr-tracey-toms","Rheumatology","Warwickshire Hospital","Yes","5","5"
"Dr Trevor Brooklyn","https://www.nuffieldhealth.com/consultants/dr-trevor-brooklyn","Gastroenterology","Cheltenham Hospital","Yes","0","0"
"Dr Tristan Richardson","https://www.nuffieldhealth.com/consultants/dr-tristan-richardson","Endocrinology and Diabetes Mellitus; General (internal) Medicine","Bournemouth Hospital","No","0","0"
"Dr Tuck-Kay Loke","https://www.nuffieldhealth.com/consultants/dr-tuck-kay-loke","Respiratory Medicine; General (internal) Medicine","Tunbridge Wells Hospital","No","0","0"
"Dr Tushar Raina","https://www.nuffieldhealth.com/consultants/dr-tushar-raina","Cardiology","Cheltenham Hospital","No","0","0"
"Dr Udaiveer Panwar","https://www.nuffieldhealth.com/consultants/dr-udaiveer-panwar","Clinical Oncology","Plymouth Hospital","No","0","0"
"Dr Udit Mittal","https://www.nuffieldhealth.com/consultants/dr-udit-mittal","Gastroenterology","Oxford, The Manor Hospital","Yes","58","2"
"Dr Ugo Ekeowa","https://www.nuffieldhealth.com/consultants/dr-ugo-ekeowa","General (internal) Medicine; Respiratory Medicine","The Holly Hospital; Highgate Hospital","Yes","12","7"
"Dr Usman Sheikh","https://www.nuffieldhealth.com/consultants/dr-usman-sheikh","Cardiology","Exeter Hospital","No","0","0"
"Dr Vanessa Snowdon-Carr","https://www.nuffieldhealth.com/consultants/dr-vanessa-snowdon-carr","Clinical Psychology","Bristol Hospital","No","0","0"
"Dr Varadarajan Baskar","https://www.nuffieldhealth.com/consultants/dr-varadarajan-baskar","Endocrinology and Diabetes Mellitus; General (internal) Medicine","Warwickshire Hospital","Yes","4","27"
"Dr Veena Patel","https://www.nuffieldhealth.com/consultants/dr-veena-patel","General (internal) Medicine; Rheumatology","Leicester Hospital","Yes","0","0"
"Dr Veenu Tyagi","https://www.nuffieldhealth.com/consultants/dr-veenu-tyagi","Gynaecology","Glasgow Hospital","Yes","12","12"
"Dr Veni Ezhil","https://www.nuffieldhealth.com/consultants/dr-veni-ezhil","Clinical Oncology; Clinical Oncology (Lung)","Guildford Hospital","No","0","0"
"Dr Venk Suresh","https://www.nuffieldhealth.com/consultants/dr-venk-suresh","Cardiology; General (internal) Medicine","Plymouth Hospital","Yes","26","20"
"Dr Verity Biggs","https://www.nuffieldhealth.com/consultants/dr-verity-biggs","General Practice (GP)","Warwickshire Hospital","Yes","0","0"
